locality,Jobs,cutoff,X,T_freq,L_freq
CARTWRIGHT,4289.462559940979,15,9,0.0,12.0
HECKENBERG,1464.03841269841,15,9,0.0,12.0
SADLEIR,1830.28248932276,15,9,0.0,12.0
LURNEA,2579.62472599737,15,9,0.0,12.0
ASHCROFT,1236.016358273,15,9,0.0,12.0
LIVERPOOL,13389.5469308955,15,9,0.0,12.0
MOOREBANK,1579.99492157104,15,9,0.0,12.0
WARWICK FARM,11036.2548048346,15,9,0.0,12.0
WATTLE GROVE,777.5886426592799,15,9,0.0,12.0
CHIPPING NORTON,1782.1044469783399,15,9,0.0,12.0
HOLSWORTHY,1227.71644983069,15,9,0.0,12.0
HAMMONDVILLE,1756.19961333978,15,9,0.0,12.0
MOUNT PRITCHARD,998.9365942028991,15,9,0.0,12.0
PRESTONS,1050.65632011967,15,9,0.0,12.0
VOYAGER POINT,191.905311778291,15,9,0.0,12.0
PLEASURE POINT,145.23381294964,15,9,0.0,12.0
WEST HOXTON,1255.61465240642,15,9,0.0,12.0
CECIL HILLS,693.005315110099,15,9,0.0,12.0
HOXTON PARK,2213.75325455638,15,9,0.0,12.0
HINCHINBROOK,1432.38302972196,15,9,0.0,12.0
GREEN VALLEY,1708.42089552239,15,9,0.0,12.0
HORNINGSEA PARK,1472.83783783784,15,9,0.0,12.0
MIDDLETON GRANGE,1184.52557167445,15,9,0.0,12.0
DENHAM COURT,140.513755274262,15,9,0.0,12.0
EDMONDSON PARK,617.055694640978,15,9,0.0,12.0
LUDDENHAM,2351.53286713287,15,9,0.0,12.0
CARNES HILL,2108.2147160068803,15,9,0.0,12.0
ELIZABETH HILLS,593.642264695276,15,9,0.0,12.0
CECIL PARK,323.0,15,9,0.0,12.0
LEN WATERS ESTATE,,15,9,0.0,12.0
LEPPINGTON,136.547309833024,15,9,0.0,12.0
BRINGELLY,2133.19027334043,15,9,0.0,12.0
GREENDALE,108.083333333333,15,9,0.0,12.0
BADGERYS CREEK,2222.6153846153798,15,9,0.0,12.0
KEMPS CREEK,1553.4100952767099,15,9,0.0,12.0
WALLACIA,15.918584070796499,15,9,0.0,12.0
AUSTRAL,5529.003658774311,15,9,0.0,12.0
ROSSMORE,,15,9,0.0,12.0
SILVERDALE,0.206896551724138,15,9,0.0,12.0
BUSBY,28597.231669611298,30,9,0.0,12.0
MILLER,36172.6730735006,30,9,0.0,12.0
CASULA,20958.0661713782,30,9,0.0,12.0
CARTWRIGHT,73139.66728144599,30,9,0.0,12.0
HECKENBERG,32311.8498412698,30,9,0.0,12.0
SADLEIR,19630.9356314826,30,9,0.0,12.0
LURNEA,48001.9540771591,30,9,0.0,12.0
ASHCROFT,24944.2290158219,30,9,0.0,12.0
LIVERPOOL,63346.0950542275,30,9,0.0,12.0
MOOREBANK,26735.5299995904,30,9,0.0,12.0
WARWICK FARM,54442.491248926795,30,9,0.0,12.0
WATTLE GROVE,4084.1965499874104,30,9,0.0,12.0
CHIPPING NORTON,17968.6127708096,30,9,0.0,12.0
HOLSWORTHY,6385.52058456603,30,9,0.0,12.0
HAMMONDVILLE,5506.5033832769395,30,9,0.0,12.0
MOUNT PRITCHARD,55912.8152173913,30,9,0.0,12.0
PRESTONS,21093.4752430815,30,9,0.0,12.0
VOYAGER POINT,2833.2344110854497,30,9,0.0,12.0
PLEASURE POINT,850.544964028777,30,9,0.0,12.0
WEST HOXTON,19742.3081283422,30,9,0.0,12.0
CECIL HILLS,5459.61138952164,30,9,0.0,12.0
HOXTON PARK,28419.4023633086,30,9,0.0,12.0
HINCHINBROOK,21966.228092042198,30,9,0.0,12.0
GREEN VALLEY,17173.746619842,30,9,0.0,12.0
HORNINGSEA PARK,8996.34599946481,30,9,0.0,12.0
MIDDLETON GRANGE,29276.661790017202,30,9,0.0,12.0
DENHAM COURT,814.0016877637131,30,9,0.0,12.0
EDMONDSON PARK,9886.52284024527,30,9,0.0,12.0
LUDDENHAM,6220.87692307692,30,9,0.0,12.0
CARNES HILL,21177.7732358003,30,9,0.0,12.0
ELIZABETH HILLS,8159.1456905878085,30,9,0.0,12.0
CECIL PARK,323.0,30,9,0.0,12.0
LEN WATERS ESTATE,,30,9,0.0,12.0
LEPPINGTON,4943.38033395176,30,9,0.0,12.0
BRINGELLY,14512.5291444799,30,9,0.0,12.0
GREENDALE,441.75,30,9,0.0,12.0
BADGERYS CREEK,43630.3286713287,30,9,0.0,12.0
KEMPS CREEK,44302.6509223596,30,9,0.0,12.0
WALLACIA,183.617699115044,30,9,0.0,12.0
AUSTRAL,41076.2305477665,30,9,0.0,12.0
ROSSMORE,,30,9,0.0,12.0
SILVERDALE,12.3448275862069,30,9,0.0,12.0
BUSBY,129244.122570671,45,9,0.0,12.0
MILLER,154657.39757964,45,9,0.0,12.0
CASULA,113245.90222250199,45,9,0.0,12.0
CARTWRIGHT,223089.44780523801,45,9,0.0,12.0
HECKENBERG,111586.686349206,45,9,0.0,12.0
SADLEIR,99619.77425259311,45,9,0.0,12.0
LURNEA,152332.089653661,45,9,0.0,12.0
ASHCROFT,87182.170823277,45,9,0.0,12.0
LIVERPOOL,202096.93990498397,45,9,0.0,12.0
MOOREBANK,147815.19633861698,45,9,0.0,12.0
WARWICK FARM,187877.01076547103,45,9,0.0,12.0
WATTLE GROVE,14862.9152606396,45,9,0.0,12.0
CHIPPING NORTON,116798.005131129,45,9,0.0,12.0
HOLSWORTHY,52001.066654785194,45,9,0.0,12.0
HAMMONDVILLE,15473.739971000501,45,9,0.0,12.0
MOUNT PRITCHARD,152856.67572463801,45,9,0.0,12.0
PRESTONS,114154.73410620801,45,9,0.0,12.0
VOYAGER POINT,20346.7205542725,45,9,0.0,12.0
PLEASURE POINT,5597.01978417266,45,9,0.0,12.0
WEST HOXTON,120978.988235294,45,9,0.0,12.0
CECIL HILLS,38093.3881548975,45,9,0.0,12.0
HOXTON PARK,139283.772080913,45,9,0.0,12.0
HINCHINBROOK,124335.216299137,45,9,0.0,12.0
GREEN VALLEY,102878.18138718199,45,9,0.0,12.0
HORNINGSEA PARK,90257.3165640888,45,9,0.0,12.0
MIDDLETON GRANGE,155633.224981559,45,9,0.0,12.0
DENHAM COURT,3049.6751054852302,45,9,0.0,12.0
EDMONDSON PARK,73593.755959508,45,9,0.0,12.0
LUDDENHAM,8610.48391608392,45,9,0.0,12.0
CARNES HILL,106078.86445783099,45,9,0.0,12.0
ELIZABETH HILLS,53145.0598629643,45,9,0.0,12.0
CECIL PARK,323.0,45,9,0.0,12.0
LEN WATERS ESTATE,,45,9,0.0,12.0
LEPPINGTON,20001.1391465677,45,9,0.0,12.0
BRINGELLY,57384.7779907703,45,9,0.0,12.0
GREENDALE,912.416666666667,45,9,0.0,12.0
BADGERYS CREEK,144037.902097902,45,9,0.0,12.0
KEMPS CREEK,168828.571761606,45,9,0.0,12.0
WALLACIA,1354.30265486726,45,9,0.0,12.0
AUSTRAL,176251.44807989302,45,9,0.0,12.0
ROSSMORE,,45,9,0.0,12.0
SILVERDALE,137.551724137931,45,9,0.0,12.0
BUSBY,449109.283348057,60,9,0.0,12.0
MILLER,481269.50275849795,60,9,0.0,12.0
CASULA,385207.10728451796,60,9,0.0,12.0
CARTWRIGHT,1059999.06012541,60,9,0.0,12.0
HECKENBERG,346676.403174603,60,9,0.0,12.0
SADLEIR,292030.499084808,60,9,0.0,12.0
LURNEA,550655.772797019,60,9,0.0,12.0
ASHCROFT,250887.040761598,60,9,0.0,12.0
LIVERPOOL,978154.885015047,60,9,0.0,12.0
MOOREBANK,907427.549412295,60,9,0.0,12.0
WARWICK FARM,837203.864341853,60,9,0.0,12.0
WATTLE GROVE,104963.257491816,60,9,0.0,12.0
CHIPPING NORTON,564474.849258837,60,9,0.0,12.0
HOLSWORTHY,387477.129566922,60,9,0.0,12.0
HAMMONDVILLE,100126.71217979699,60,9,0.0,12.0
MOUNT PRITCHARD,576236.780797101,60,9,0.0,12.0
PRESTONS,290158.669259536,60,9,0.0,12.0
VOYAGER POINT,269029.440531178,60,9,0.0,12.0
PLEASURE POINT,87855.595323741,60,9,0.0,12.0
WEST HOXTON,291366.571336898,60,9,0.0,12.0
CECIL HILLS,193640.087775247,60,9,0.0,12.0
HOXTON PARK,364321.518926497,60,9,0.0,12.0
HINCHINBROOK,367883.186289549,60,9,0.0,12.0
GREEN VALLEY,357836.78920105397,60,9,0.0,12.0
HORNINGSEA PARK,202649.31067701397,60,9,0.0,12.0
MIDDLETON GRANGE,397492.400909761,60,9,0.0,12.0
DENHAM COURT,26920.084556962003,60,9,0.0,12.0
EDMONDSON PARK,179083.82261166102,60,9,0.0,12.0
LUDDENHAM,11530.468531468501,60,9,0.0,12.0
CARNES HILL,279840.829604131,60,9,0.0,12.0
ELIZABETH HILLS,209559.12549585302,60,9,0.0,12.0
CECIL PARK,323.0,60,9,0.0,12.0
LEN WATERS ESTATE,,60,9,0.0,12.0
LEPPINGTON,88403.76437847869,60,9,0.0,12.0
BRINGELLY,183890.31799787,60,9,0.0,12.0
GREENDALE,1584.66666666667,60,9,0.0,12.0
BADGERYS CREEK,408786.398601399,60,9,0.0,12.0
KEMPS CREEK,521822.40776403795,60,9,0.0,12.0
WALLACIA,9802.84424778761,60,9,0.0,12.0
AUSTRAL,372157.770501882,60,9,0.0,12.0
ROSSMORE,,60,9,0.0,12.0
SILVERDALE,669.103448275862,60,9,0.0,12.0
BUSBY,2292.88427561837,15,10,0.0,15.0
MILLER,3285.5415554369106,15,10,0.0,15.0
CASULA,1058.5028646981,15,10,0.0,15.0
CARTWRIGHT,3967.71744743637,15,10,0.0,15.0
HECKENBERG,1464.03841269841,15,10,0.0,15.0
SADLEIR,1830.28248932276,15,10,0.0,15.0
LURNEA,2558.2496711968397,15,10,0.0,15.0
ASHCROFT,1236.016358273,15,10,0.0,15.0
LIVERPOOL,13174.4383623871,15,10,0.0,15.0
MOOREBANK,1579.99492157104,15,10,0.0,15.0
WARWICK FARM,11036.2548048346,15,10,0.0,15.0
WATTLE GROVE,777.5886426592799,15,10,0.0,15.0
CHIPPING NORTON,1782.1044469783399,15,10,0.0,15.0
HOLSWORTHY,1227.71644983069,15,10,0.0,15.0
HAMMONDVILLE,1756.19961333978,15,10,0.0,15.0
MOUNT PRITCHARD,998.9365942028991,15,10,0.0,15.0
PRESTONS,1029.21091997008,15,10,0.0,15.0
VOYAGER POINT,191.905311778291,15,10,0.0,15.0
PLEASURE POINT,145.23381294964,15,10,0.0,15.0
WEST HOXTON,1219.6385026738,15,10,0.0,15.0
CECIL HILLS,695.370539104024,15,10,0.0,15.0
HOXTON PARK,2159.35429601442,15,10,0.0,15.0
HINCHINBROOK,1439.05752636625,15,10,0.0,15.0
GREEN VALLEY,1708.42089552239,15,10,0.0,15.0
HORNINGSEA PARK,1472.83783783784,15,10,0.0,15.0
MIDDLETON GRANGE,1161.51573641505,15,10,0.0,15.0
DENHAM COURT,140.513755274262,15,10,0.0,15.0
EDMONDSON PARK,617.055694640978,15,10,0.0,15.0
LUDDENHAM,2351.53286713287,15,10,0.0,15.0
CARNES HILL,2074.18201376936,15,10,0.0,15.0
ELIZABETH HILLS,593.642264695276,15,10,0.0,15.0
CECIL PARK,323.0,15,10,0.0,15.0
LEN WATERS ESTATE,,15,10,0.0,15.0
LEPPINGTON,136.547309833024,15,10,0.0,15.0
BRINGELLY,2120.66119985801,15,10,0.0,15.0
GREENDALE,108.083333333333,15,10,0.0,15.0
BADGERYS CREEK,2229.54545454545,15,10,0.0,15.0
KEMPS CREEK,1331.04571254815,15,10,0.0,15.0
WALLACIA,15.918584070796499,15,10,0.0,15.0
AUSTRAL,6059.83629983955,15,10,0.0,15.0
ROSSMORE,,15,10,0.0,15.0
SILVERDALE,0.206896551724138,15,10,0.0,15.0
BUSBY,28545.0099381625,30,10,0.0,15.0
MILLER,36613.319095924504,30,10,0.0,15.0
CASULA,20628.9449096518,30,10,0.0,15.0
CARTWRIGHT,74360.4526005164,30,10,0.0,15.0
HECKENBERG,32637.74,30,10,0.0,15.0
SADLEIR,19628.514338011002,30,10,0.0,15.0
LURNEA,48112.2096668128,30,10,0.0,15.0
ASHCROFT,24932.668007508702,30,10,0.0,15.0
LIVERPOOL,62653.444097439104,30,10,0.0,15.0
MOOREBANK,26743.5072285703,30,10,0.0,15.0
WARWICK FARM,55187.008453867005,30,10,0.0,15.0
WATTLE GROVE,4084.1965499874104,30,10,0.0,15.0
CHIPPING NORTON,17878.715963512,30,10,0.0,15.0
HOLSWORTHY,6385.52058456603,30,10,0.0,15.0
HAMMONDVILLE,5506.5033832769395,30,10,0.0,15.0
MOUNT PRITCHARD,55912.8152173913,30,10,0.0,15.0
PRESTONS,21671.7295437547,30,10,0.0,15.0
VOYAGER POINT,2833.2344110854497,30,10,0.0,15.0
PLEASURE POINT,850.544964028777,30,10,0.0,15.0
WEST HOXTON,22941.5444919786,30,10,0.0,15.0
CECIL HILLS,5478.93788914199,30,10,0.0,15.0
HOXTON PARK,33409.9669537352,30,10,0.0,15.0
HINCHINBROOK,22487.177468839902,30,10,0.0,15.0
GREEN VALLEY,17018.2611940299,30,10,0.0,15.0
HORNINGSEA PARK,9105.932833823921,30,10,0.0,15.0
MIDDLETON GRANGE,31044.1091713794,30,10,0.0,15.0
DENHAM COURT,814.0016877637131,30,10,0.0,15.0
EDMONDSON PARK,9804.8410435035,30,10,0.0,15.0
LUDDENHAM,6220.87692307692,30,10,0.0,15.0
CARNES HILL,25508.3657487091,30,10,0.0,15.0
ELIZABETH HILLS,8032.596105301121,30,10,0.0,15.0
CECIL PARK,323.0,30,10,0.0,15.0
LEN WATERS ESTATE,,30,10,0.0,15.0
LEPPINGTON,4943.38033395176,30,10,0.0,15.0
BRINGELLY,13219.134185303501,30,10,0.0,15.0
GREENDALE,441.75,30,10,0.0,15.0
BADGERYS CREEK,34107.6223776224,30,10,0.0,15.0
KEMPS CREEK,40569.6882221772,30,10,0.0,15.0
WALLACIA,183.617699115044,30,10,0.0,15.0
AUSTRAL,37074.4689079158,30,10,0.0,15.0
ROSSMORE,,30,10,0.0,15.0
SILVERDALE,12.3448275862069,30,10,0.0,15.0
BUSBY,131458.700750883,45,10,0.0,15.0
MILLER,154509.47819896802,45,10,0.0,15.0
CASULA,114993.466851351,45,10,0.0,15.0
CARTWRIGHT,219553.902987827,45,10,0.0,15.0
HECKENBERG,112120.679047619,45,10,0.0,15.0
SADLEIR,99427.7169005491,45,10,0.0,15.0
LURNEA,152838.232135028,45,10,0.0,15.0
ASHCROFT,86426.9275945294,45,10,0.0,15.0
LIVERPOOL,202226.566218083,45,10,0.0,15.0
MOOREBANK,147148.37842486802,45,10,0.0,15.0
WARWICK FARM,188259.484644343,45,10,0.0,15.0
WATTLE GROVE,14862.9152606396,45,10,0.0,15.0
CHIPPING NORTON,115826.01003420801,45,10,0.0,15.0
HOLSWORTHY,52001.066654785194,45,10,0.0,15.0
HAMMONDVILLE,15473.739971000501,45,10,0.0,15.0
MOUNT PRITCHARD,152856.67572463801,45,10,0.0,15.0
PRESTONS,108472.99640987301,45,10,0.0,15.0
VOYAGER POINT,20346.7205542725,45,10,0.0,15.0
PLEASURE POINT,5597.01978417266,45,10,0.0,15.0
WEST HOXTON,118218.842566845,45,10,0.0,15.0
CECIL HILLS,36408.446317388,45,10,0.0,15.0
HOXTON PARK,139691.674544362,45,10,0.0,15.0
HINCHINBROOK,125180.99041227199,45,10,0.0,15.0
GREEN VALLEY,103543.077699737,45,10,0.0,15.0
HORNINGSEA PARK,79701.98501471769,45,10,0.0,15.0
MIDDLETON GRANGE,153952.521637571,45,10,0.0,15.0
DENHAM COURT,3049.6751054852302,45,10,0.0,15.0
EDMONDSON PARK,73449.8478284532,45,10,0.0,15.0
LUDDENHAM,8610.48391608392,45,10,0.0,15.0
CARNES HILL,109603.036574871,45,10,0.0,15.0
ELIZABETH HILLS,53608.189325640094,45,10,0.0,15.0
CECIL PARK,323.0,45,10,0.0,15.0
LEN WATERS ESTATE,,45,10,0.0,15.0
LEPPINGTON,20082.7792207792,45,10,0.0,15.0
BRINGELLY,55413.986652467196,45,10,0.0,15.0
GREENDALE,912.416666666667,45,10,0.0,15.0
BADGERYS CREEK,129076.00699300699,45,10,0.0,15.0
KEMPS CREEK,156667.744171903,45,10,0.0,15.0
WALLACIA,1354.30265486726,45,10,0.0,15.0
AUSTRAL,170286.297905202,45,10,0.0,15.0
ROSSMORE,,45,10,0.0,15.0
SILVERDALE,137.551724137931,45,10,0.0,15.0
BUSBY,450928.37765017705,60,10,0.0,15.0
MILLER,474388.47374977794,60,10,0.0,15.0
CASULA,392174.356922496,60,10,0.0,15.0
CARTWRIGHT,1048342.92548875,60,10,0.0,15.0
HECKENBERG,345913.402539683,60,10,0.0,15.0
SADLEIR,285436.757779134,60,10,0.0,15.0
LURNEA,555393.875274003,60,10,0.0,15.0
ASHCROFT,248470.289890051,60,10,0.0,15.0
LIVERPOOL,982281.141616035,60,10,0.0,15.0
MOOREBANK,906527.018143097,60,10,0.0,15.0
WARWICK FARM,842125.467208243,60,10,0.0,15.0
WATTLE GROVE,106896.673256107,60,10,0.0,15.0
CHIPPING NORTON,562696.802394527,60,10,0.0,15.0
HOLSWORTHY,387719.61022990604,60,10,0.0,15.0
HAMMONDVILLE,101208.35379410301,60,10,0.0,15.0
MOUNT PRITCHARD,577824.0742753621,60,10,0.0,15.0
PRESTONS,283724.231264024,60,10,0.0,15.0
VOYAGER POINT,273226.715935335,60,10,0.0,15.0
PLEASURE POINT,87855.595323741,60,10,0.0,15.0
WEST HOXTON,292096.41262032103,60,10,0.0,15.0
CECIL HILLS,186886.004403948,60,10,0.0,15.0
HOXTON PARK,346490.44562387303,60,10,0.0,15.0
HINCHINBROOK,364253.42262703704,60,10,0.0,15.0
GREEN VALLEY,354824.09754170297,60,10,0.0,15.0
HORNINGSEA PARK,182399.38988493397,60,10,0.0,15.0
MIDDLETON GRANGE,399374.749323826,60,10,0.0,15.0
DENHAM COURT,27605.570801687798,60,10,0.0,15.0
EDMONDSON PARK,175005.24077500802,60,10,0.0,15.0
LUDDENHAM,11538.611188811201,60,10,0.0,15.0
CARNES HILL,291699.824010327,60,10,0.0,15.0
ELIZABETH HILLS,206679.52866931102,60,10,0.0,15.0
CECIL PARK,323.0,60,10,0.0,15.0
LEN WATERS ESTATE,,60,10,0.0,15.0
LEPPINGTON,89397.241187384,60,10,0.0,15.0
BRINGELLY,178935.97074902398,60,10,0.0,15.0
GREENDALE,1584.66666666667,60,10,0.0,15.0
BADGERYS CREEK,370199.944055944,60,10,0.0,15.0
KEMPS CREEK,497740.643219136,60,10,0.0,15.0
WALLACIA,9802.84424778761,60,10,0.0,15.0
AUSTRAL,370705.47570064,60,10,0.0,15.0
ROSSMORE,,60,10,0.0,15.0
SILVERDALE,669.103448275862,60,10,0.0,15.0
BUSBY,2292.88427561837,15,11,0.0,20.0
MILLER,3283.78554903008,15,11,0.0,20.0
CASULA,1044.29956557325,15,11,0.0,20.0
CARTWRIGHT,3916.1932866101097,15,11,0.0,20.0
HECKENBERG,1464.03841269841,15,11,0.0,20.0
SADLEIR,1830.28248932276,15,11,0.0,20.0
LURNEA,2544.69125383604,15,11,0.0,20.0
ASHCROFT,1236.016358273,15,11,0.0,20.0
LIVERPOOL,13173.2704370375,15,11,0.0,20.0
MOOREBANK,1579.99492157104,15,11,0.0,20.0
WARWICK FARM,11036.2548048346,15,11,0.0,20.0
WATTLE GROVE,777.5886426592799,15,11,0.0,20.0
CHIPPING NORTON,1782.1044469783399,15,11,0.0,20.0
HOLSWORTHY,1227.71644983069,15,11,0.0,20.0
HAMMONDVILLE,1756.19961333978,15,11,0.0,20.0
MOUNT PRITCHARD,998.9365942028991,15,11,0.0,20.0
PRESTONS,1021.90052356021,15,11,0.0,20.0
VOYAGER POINT,191.905311778291,15,11,0.0,20.0
PLEASURE POINT,145.23381294964,15,11,0.0,20.0
WEST HOXTON,1341.59262032086,15,11,0.0,20.0
CECIL HILLS,695.439787395596,15,11,0.0,20.0
HOXTON PARK,2199.6398958542,15,11,0.0,20.0
HINCHINBROOK,1429.21342281879,15,11,0.0,20.0
GREEN VALLEY,1708.42089552239,15,11,0.0,20.0
HORNINGSEA PARK,1472.83783783784,15,11,0.0,20.0
MIDDLETON GRANGE,1186.7772313744802,15,11,0.0,20.0
DENHAM COURT,140.513755274262,15,11,0.0,20.0
EDMONDSON PARK,617.055694640978,15,11,0.0,20.0
LUDDENHAM,2351.53286713287,15,11,0.0,20.0
CARNES HILL,2074.18201376936,15,11,0.0,20.0
ELIZABETH HILLS,593.642264695276,15,11,0.0,20.0
CECIL PARK,323.0,15,11,0.0,20.0
LEN WATERS ESTATE,,15,11,0.0,20.0
LEPPINGTON,136.547309833024,15,11,0.0,20.0
BRINGELLY,2114.38175363862,15,11,0.0,20.0
GREENDALE,108.083333333333,15,11,0.0,20.0
BADGERYS CREEK,2212.11188811189,15,11,0.0,20.0
KEMPS CREEK,1318.10216906548,15,11,0.0,20.0
WALLACIA,15.918584070796499,15,11,0.0,20.0
AUSTRAL,5096.7209284889595,15,11,0.0,20.0
ROSSMORE,,15,11,0.0,20.0
SILVERDALE,0.206896551724138,15,11,0.0,20.0
BUSBY,28666.7022968198,30,11,0.0,20.0
MILLER,33039.5125467165,30,11,0.0,20.0
CASULA,21148.8018006674,30,11,0.0,20.0
CARTWRIGHT,71463.40870527481,30,11,0.0,20.0
HECKENBERG,32271.8904761905,30,11,0.0,20.0
SADLEIR,19647.2516778523,30,11,0.0,20.0
LURNEA,46452.9150591846,30,11,0.0,20.0
ASHCROFT,24932.668007508702,30,11,0.0,20.0
LIVERPOOL,62866.560388393606,30,11,0.0,20.0
MOOREBANK,26649.098742679304,30,11,0.0,20.0
WARWICK FARM,54122.682121392194,30,11,0.0,20.0
WATTLE GROVE,4084.1965499874104,30,11,0.0,20.0
CHIPPING NORTON,17878.715963512,30,11,0.0,20.0
HOLSWORTHY,6385.52058456603,30,11,0.0,20.0
HAMMONDVILLE,5506.5033832769395,30,11,0.0,20.0
MOUNT PRITCHARD,55912.8152173913,30,11,0.0,20.0
PRESTONS,19780.0972326103,30,11,0.0,20.0
VOYAGER POINT,2833.2344110854497,30,11,0.0,20.0
PLEASURE POINT,850.544964028777,30,11,0.0,20.0
WEST HOXTON,17482.3728342246,30,11,0.0,20.0
CECIL HILLS,5269.01290812452,30,11,0.0,20.0
HOXTON PARK,23526.9074704586,30,11,0.0,20.0
HINCHINBROOK,19253.4553211889,30,11,0.0,20.0
GREEN VALLEY,17042.9770851624,30,11,0.0,20.0
HORNINGSEA PARK,8676.108108108108,30,11,0.0,20.0
MIDDLETON GRANGE,27692.8835751168,30,11,0.0,20.0
DENHAM COURT,814.0016877637131,30,11,0.0,20.0
EDMONDSON PARK,9937.39189434346,30,11,0.0,20.0
LUDDENHAM,6220.87692307692,30,11,0.0,20.0
CARNES HILL,18638.3919965577,30,11,0.0,20.0
ELIZABETH HILLS,8032.596105301121,30,11,0.0,20.0
CECIL PARK,323.0,30,11,0.0,20.0
LEN WATERS ESTATE,,30,11,0.0,20.0
LEPPINGTON,4943.38033395176,30,11,0.0,20.0
BRINGELLY,13861.3993610224,30,11,0.0,20.0
GREENDALE,441.75,30,11,0.0,20.0
BADGERYS CREEK,31840.300699300697,30,11,0.0,20.0
KEMPS CREEK,41131.6454490168,30,11,0.0,20.0
WALLACIA,183.617699115044,30,11,0.0,20.0
AUSTRAL,31059.078603667796,30,11,0.0,20.0
ROSSMORE,,30,11,0.0,20.0
SILVERDALE,12.3448275862069,30,11,0.0,20.0
BUSBY,130017.5,45,11,0.0,20.0
MILLER,149107.097882185,45,11,0.0,20.0
CASULA,114366.703141724,45,11,0.0,20.0
CARTWRIGHT,210690.94909627398,45,11,0.0,20.0
HECKENBERG,109869.49682539699,45,11,0.0,20.0
SADLEIR,100125.799877974,45,11,0.0,20.0
LURNEA,146273.169224025,45,11,0.0,20.0
ASHCROFT,86426.9275945294,45,11,0.0,20.0
LIVERPOOL,197407.296102815,45,11,0.0,20.0
MOOREBANK,146270.22365565,45,11,0.0,20.0
WARWICK FARM,182494.872927812,45,11,0.0,20.0
WATTLE GROVE,14862.9152606396,45,11,0.0,20.0
CHIPPING NORTON,115826.01003420801,45,11,0.0,20.0
HOLSWORTHY,52001.066654785194,45,11,0.0,20.0
HAMMONDVILLE,15473.739971000501,45,11,0.0,20.0
MOUNT PRITCHARD,152856.67572463801,45,11,0.0,20.0
PRESTONS,109975.298504114,45,11,0.0,20.0
VOYAGER POINT,20346.7205542725,45,11,0.0,20.0
PLEASURE POINT,5597.01978417266,45,11,0.0,20.0
WEST HOXTON,114094.300106952,45,11,0.0,20.0
CECIL HILLS,34992.6141230068,45,11,0.0,20.0
HOXTON PARK,125957.61846585199,45,11,0.0,20.0
HINCHINBROOK,117286.220613615,45,11,0.0,20.0
GREEN VALLEY,101320.056453029,45,11,0.0,20.0
HORNINGSEA PARK,85673.0800107038,45,11,0.0,20.0
MIDDLETON GRANGE,151387.713793951,45,11,0.0,20.0
DENHAM COURT,3049.6751054852302,45,11,0.0,20.0
EDMONDSON PARK,78928.1012299989,45,11,0.0,20.0
LUDDENHAM,8610.48391608392,45,11,0.0,20.0
CARNES HILL,100711.827452668,45,11,0.0,20.0
ELIZABETH HILLS,52670.1053011179,45,11,0.0,20.0
CECIL PARK,323.0,45,11,0.0,20.0
LEN WATERS ESTATE,,45,11,0.0,20.0
LEPPINGTON,19988.2486085343,45,11,0.0,20.0
BRINGELLY,53647.6959886404,45,11,0.0,20.0
GREENDALE,912.416666666667,45,11,0.0,20.0
BADGERYS CREEK,126267.090909091,45,11,0.0,20.0
KEMPS CREEK,158517.61990675,45,11,0.0,20.0
WALLACIA,1354.30265486726,45,11,0.0,20.0
AUSTRAL,152026.458276477,45,11,0.0,20.0
ROSSMORE,,45,11,0.0,20.0
SILVERDALE,137.551724137931,45,11,0.0,20.0
BUSBY,442422.9375,60,11,0.0,20.0
MILLER,470217.11069585296,60,11,0.0,20.0
CASULA,398137.19278473797,60,11,0.0,20.0
CARTWRIGHT,1048403.98118775,60,11,0.0,20.0
HECKENBERG,343643.09619047603,60,11,0.0,20.0
SADLEIR,286433.095485052,60,11,0.0,20.0
LURNEA,548970.852586585,60,11,0.0,20.0
ASHCROFT,248617.39983909897,60,11,0.0,20.0
LIVERPOOL,975666.6464331009,60,11,0.0,20.0
MOOREBANK,904326.96309948,60,11,0.0,20.0
WARWICK FARM,827481.4469321709,60,11,0.0,20.0
WATTLE GROVE,105035.46487031,60,11,0.0,20.0
CHIPPING NORTON,562441.089509692,60,11,0.0,20.0
HOLSWORTHY,381710.664409196,60,11,0.0,20.0
HAMMONDVILLE,100734.087240213,60,11,0.0,20.0
MOUNT PRITCHARD,577884.697463768,60,11,0.0,20.0
PRESTONS,286577.973223635,60,11,0.0,20.0
VOYAGER POINT,268789.443418014,60,11,0.0,20.0
PLEASURE POINT,88085.3075539568,60,11,0.0,20.0
WEST HOXTON,274145.296684492,60,11,0.0,20.0
CECIL HILLS,178463.733940774,60,11,0.0,20.0
HOXTON PARK,327316.30602844,60,11,0.0,20.0
HINCHINBROOK,347814.151198466,60,11,0.0,20.0
GREEN VALLEY,349002.576821773,60,11,0.0,20.0
HORNINGSEA PARK,193763.706449023,60,11,0.0,20.0
MIDDLETON GRANGE,386493.47688714,60,11,0.0,20.0
DENHAM COURT,27987.4501265823,60,11,0.0,20.0
EDMONDSON PARK,183650.341279344,60,11,0.0,20.0
LUDDENHAM,11341.5986013986,60,11,0.0,20.0
CARNES HILL,267006.94277108397,60,11,0.0,20.0
ELIZABETH HILLS,198744.873061666,60,11,0.0,20.0
CECIL PARK,323.0,60,11,0.0,20.0
LEN WATERS ESTATE,,60,11,0.0,20.0
