stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,mode,route,shape_id
20560162,20560.162,"Central Station, Platform 2",-33.883844501370625,151.20659711902624,,PST1100,,2,Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG
20560162,20560.162,"Central Station, Platform 2",-33.883844501370625,151.20659711902624,,PST1100,,2,Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG
20560171,20560.171,"Waterloo Station, Platform 1",-33.89733106631236,151.2003076949158,,PST2056017,,1,Metro,"['M-1-T-L', 'M-2-E-B']",M-1-TLWG-LVPL
20560171,20560.171,"Waterloo Station, Platform 1",-33.89733106631236,151.2003076949158,,PST2056017,,1,Metro,"['M-1-T-L', 'M-2-E-B']",M-2-EPNG-BKTN
20560172,20560.172,"Waterloo Station, Platform 2",-33.89737568956407,151.20007650263386,,PST2056017,,2,Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG
20560172,20560.172,"Waterloo Station, Platform 2",-33.89737568956407,151.20007650263386,,PST2056017,,2,Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG
20560182,20560.182,"Sydenham Station, Platform 2",-33.914406926462725,151.16626485124945,,PST1326,,2,Metro,"['M-1-T-L', 'M-2-E-B']",M-1-TLWG-LVPL
20560182,20560.182,"Sydenham Station, Platform 2",-33.914406926462725,151.16626485124945,,PST1326,,2,Metro,"['M-1-T-L', 'M-2-E-B']",M-2-EPNG-BKTN
20560181,20560.181,"Sydenham Station, Platform 1",-33.9143595977592,151.16620623437788,,PST1326,,1,Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG
20560181,20560.181,"Sydenham Station, Platform 1",-33.9143595977592,151.16620623437788,,PST1326,,1,Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG
20560211,20560.211,"Bankstown Station, Platform 1",-33.91775548039166,151.03525780985925,,PST1401,,1,Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG
20560211,20560.211,"Bankstown Station, Platform 1",-33.91775548039166,151.03525780985925,,PST1401,,1,Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG
20560212,20560.212,"Bankstown Station, Platform 2",-33.917839579108445,151.03527416293477,,PST1401,,2,Metro,"['M-1-T-L', 'M-2-E-B']",M-1-TLWG-LVPL
20560212,20560.212,"Bankstown Station, Platform 2",-33.917839579108445,151.03527416293477,,PST1401,,2,Metro,"['M-1-T-L', 'M-2-E-B']",M-2-EPNG-BKTN
20560311,20560.311,"The Bays Station, Platform 1",-33.867109675196964,151.17851956473382,,PST2056031,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560311,20560.311,"The Bays Station, Platform 1",-33.867109675196964,151.17851956473382,,PST2056031,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560312,20560.312,"The Bays Station, Platform 2",-33.866843497254315,151.17863469383045,,PST2056031,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560312,20560.312,"The Bays Station, Platform 2",-33.866843497254315,151.17863469383045,,PST2056031,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560331,20560.331,"Five Dock Station, Platform 1",-33.867430618581906,151.12938146959715,,PST2056033,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560331,20560.331,"Five Dock Station, Platform 1",-33.867430618581906,151.12938146959715,,PST2056033,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560332,20560.332,"Five Dock Station, Platform 2",-33.86735583732831,151.12939945992716,,PST2056033,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560332,20560.332,"Five Dock Station, Platform 2",-33.86735583732831,151.12939945992716,,PST2056033,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560341,20560.341,"Burwood North Station, Platform 1",-33.868515586058194,151.10576080007186,,PST2056034,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560341,20560.341,"Burwood North Station, Platform 1",-33.868515586058194,151.10576080007186,,PST2056034,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560342,20560.342,"Burwood North Station, Platform 2",-33.868204982799746,151.1058523495342,,PST2056034,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560342,20560.342,"Burwood North Station, Platform 2",-33.868204982799746,151.1058523495342,,PST2056034,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560351,20560.351,"North Strathfield Metro Station, Platform 1",-33.85835559921832,151.08822497135853,,PST1205,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560351,20560.351,"North Strathfield Metro Station, Platform 1",-33.85835559921832,151.08822497135853,,PST1205,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560352,20560.352,"North Strathfield Metro Station, Platform 2",-33.85828555531905,151.0885540875819,,PST1205,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560352,20560.352,"North Strathfield Metro Station, Platform 2",-33.85828555531905,151.0885540875819,,PST1205,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560362,20560.362,"Olympic Park Metro Station, Platform 2",-33.8490749620882,151.06981353603396,,PST2056036,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560362,20560.362,"Olympic Park Metro Station, Platform 2",-33.8490749620882,151.06981353603396,,PST2056036,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560361,20560.361,"Olympic Park Metro Station, Platform 1",-33.84924923524126,151.06942272055485,,PST2056036,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560361,20560.361,"Olympic Park Metro Station, Platform 1",-33.84924923524126,151.06942272055485,,PST2056036,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560391,20560.391,"Parramatta Metro Station, Platform 1",-33.814813043811725,151.00440391784633,,PST2056039,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560391,20560.391,"Parramatta Metro Station, Platform 1",-33.814813043811725,151.00440391784633,,PST2056039,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560392,20560.392,"Parramatta Metro Station, Platform 2",-33.81470561404877,151.00443041103398,,PST2056039,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560392,20560.392,"Parramatta Metro Station, Platform 2",-33.81470561404877,151.00443041103398,,PST2056039,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
205603102,20560.3102,"Westmead Metro Station, Platform 2",-33.80874929122711,150.98768470339286,,PST1230,,2,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
205603102,20560.3102,"Westmead Metro Station, Platform 2",-33.80874929122711,150.98768470339286,,PST1230,,2,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560421,20560.421,"CBD Hunter Street, Platform 1",-33.86564508463136,151.20846258342164,,PST2056042,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560421,20560.421,"CBD Hunter Street, Platform 1",-33.86564508463136,151.20846258342164,,PST2056042,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560422,20560.422,"CBD Hunter Street, Platform 2",-33.86557684444793,151.2084691290217,,PST2056042,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560422,20560.422,"CBD Hunter Street, Platform 2",-33.86557684444793,151.2084691290217,,PST2056042,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560431,20560.431,"Redfern Station, Platform 1",-33.89269641636107,151.1984849786661,,PST1421,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560431,20560.431,"Redfern Station, Platform 1",-33.89269641636107,151.1984849786661,,PST1421,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560432,20560.432,"Redfern Station, Platform 2",-33.89270342925104,151.19854384624603,,PST1421,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560432,20560.432,"Redfern Station, Platform 2",-33.89270342925104,151.19854384624603,,PST1421,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560441,20560.441,"Zetland Station, Platform 1",-33.90860306800141,151.2082917737242,,PST2056044,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560441,20560.441,"Zetland Station, Platform 1",-33.90860306800141,151.2082917737242,,PST2056044,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560442,20560.442,"Zetland Station, Platform 2",-33.908468248482755,151.20837442929937,,PST2056044,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560442,20560.442,"Zetland Station, Platform 2",-33.908468248482755,151.20837442929937,,PST2056044,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560511,20560.511,"St Marys Station, Platform 1",-33.76225656580473,150.77506183629274,,PST1249,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560512,20560.512,"St Marys Station, Platform 2",-33.76223588972517,150.77507068621955,,PST1249,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560561,20560.561,"Aerotropolis Station, Platform 1",-33.92064684542737,150.73570936651873,,PST2056056,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560562,20560.562,"Aerotropolis Station, Platform 2",-33.92066138747845,150.7355645004093,,PST2056056,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560581,20560.581,"Narellan, Platform 1",-34.04198807556002,150.73524023743343,,PST2056058,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560582,20560.582,"Narellan, Platform 2",-34.04208886154506,150.735040349896,,PST2056058,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560591,20560.591,"Macarthur Metro Station, Platform 1",-34.071754395802806,150.7970686895866,,PST1297,,1,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560592,20560.592,"Macarthur Metro Station, Platform 2",-34.071736371431435,150.79706109540467,,PST1297,,2,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560621,20560.621,"Rossmore, Platform 1",-33.951125036329444,150.78109796209262,,PST2056062,,1,Train,['T2-C-L-A'],T2-CTYC-WSAR
20560622,20560.622,"Rossmore, Platform 2",-33.950872309309084,150.78110343053956,,PST2056062,,2,Train,['T2-A-L-C'],T2-WSAR-CTYC
20560563,20560.563,"Aerotropolis Station, Platform 3",-33.92062489795135,150.7362846269289,,PST2056056,,3,Train,['T2-A-L-C'],T2-WSAR-CTYC
20560564,20560.564,"Aerotropolis Station, Platform 4",-33.92063938280773,150.73619707512702,,PST2056056,,4,Train,['T2-C-L-A'],T2-CTYC-WSAR
20560721,20560.721,"Marsden Park, Platform 1",-33.702113178339346,150.81148023675175,,PST2056072,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560722,20560.722,"Marsden Park, Platform 2",-33.701931898561924,150.81124044596763,,PST2056072,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560731,20560.731,"Schofields Station, Platform 1",-33.704709459048125,150.8736869133487,,PST1238,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560732,20560.732,"Schofields Station, Platform 2",-33.70468236797384,150.87367621878192,,PST1238,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560741,20560.741,"Tallawong Station, Platform 1",-33.69158178000232,150.9058476403347,,PST4008,,1,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560744,20560.744,"Tallawong Station, Platform 4",-33.691771962682274,150.90591529752282,,PST4008,,4,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560851,20560.851,"Prairiewood, Platform 1",-33.85758835517348,150.89732313563982,,PST2056085,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560851,20560.851,"Prairiewood, Platform 1",-33.85758835517348,150.89732313563982,,PST2056085,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560852,20560.852,"Prairiewood, Platform 2",-33.85739886767362,150.8972261051826,,PST2056085,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560852,20560.852,"Prairiewood, Platform 2",-33.85739886767362,150.8972261051826,,PST2056085,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560571,20560.571,"Oran Park, Platform 1",-33.99951976378524,150.73998031427809,,PST2056057,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560572,20560.572,"Oran Park, Platform 2",-33.99952830493909,150.7398310473908,,PST2056057,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
205608121,20560.812099999996,"Aerotropolis Station, Platfrom 5",-33.9206296414983,150.7358842164783,,PST2056056,,5,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
205608121,20560.812099999996,"Aerotropolis Station, Platfrom 5",-33.9206296414983,150.7358842164783,,PST2056056,,5,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
205608122,20560.8122,"Aerotropolis Station, Platfrom 6",-33.920678724083864,150.73534420971612,,PST2056056,,6,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
205608122,20560.8122,"Aerotropolis Station, Platfrom 6",-33.920678724083864,150.73534420971612,,PST2056056,,6,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560915,20560.915,"Parramatta Metro Station, Platform 5",-33.81498375363542,151.00436536564453,,PST2056039,,5,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560915,20560.915,"Parramatta Metro Station, Platform 5",-33.81498375363542,151.00436536564453,,PST2056039,,5,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
20560916,20560.916,"Parramatta Metro Station, Platform 6",-33.814926931515416,151.00437693052498,,PST2056039,,6,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560916,20560.916,"Parramatta Metro Station, Platform 6",-33.814926931515416,151.00437693052498,,PST2056039,,6,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560943,20560.943,"Bankstown Station, Platform 3",-33.917876614640235,151.03528101262643,,PST1401,,3,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560943,20560.943,"Bankstown Station, Platform 3",-33.917876614640235,151.03528101262643,,PST1401,,3,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
20560944,20560.944,"Bankstown Station, Platform 4",-33.91772971024918,151.0352551000189,,PST1401,,4,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560944,20560.944,"Bankstown Station, Platform 4",-33.91772971024918,151.0352551000189,,PST1401,,4,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560951,20560.951,"Kingsgrove Metro Station, Platform 1",-33.940612171255864,151.10087516912324,,PST1412,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560951,20560.951,"Kingsgrove Metro Station, Platform 1",-33.940612171255864,151.10087516912324,,PST1412,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
20560952,20560.952,"Kingsgrove Metro Station, Platform 2",-33.9405953270444,151.10088780959993,,PST1412,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560952,20560.952,"Kingsgrove Metro Station, Platform 2",-33.9405953270444,151.10088780959993,,PST1412,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560961,20560.961,"Kogarah Metro Station, Platform 1",-33.96266715585932,151.1322867282992,,PST1336,,1,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560961,20560.961,"Kogarah Metro Station, Platform 1",-33.96266715585932,151.1322867282992,,PST1336,,1,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560962,20560.962,"Kogarah Metro Station, Platform 2",-33.96265623087442,151.13225028023814,,PST1336,,2,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560962,20560.962,"Kogarah Metro Station, Platform 2",-33.96265623087442,151.13225028023814,,PST1336,,2,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601017,20560.101699999996,"Parramatta Metro Station, Platform 7",-33.814592053111355,151.00445889253552,,PST2056039,,7,Metro,['M-5-W-E'],M-5-WSIA-EPNG
205601018,20560.1018,"Parramatta Metro Station, Platform 8",-33.81465650500336,151.00444262762502,,PST2056039,,8,Metro,['M-5-E-W'],M-5-EPNG-WSIA
205601031,20560.103100000004,"Carlingford, Platform 1",-33.78215869646537,151.04693478904233,,PST20560103,,1,Metro,['M-5-E-W'],M-5-EPNG-WSIA
205601032,20560.1032,"Carlingford, Platform 2",-33.78210769830012,151.0468613458158,,PST20560103,,2,Metro,['M-5-W-E'],M-5-WSIA-EPNG
205601047,20560.104700000004,"Epping Station, Platform 7",-33.77288897385091,151.0824070759325,,PST1429,,7,Metro,['M-5-W-E'],M-5-WSIA-EPNG
205601048,20560.1048,"Epping Station, Platform 8",-33.77293763168529,151.08203279939622,,PST1429,,8,Metro,['M-5-E-W'],M-5-EPNG-WSIA
205601121,20560.112099999995,"Bankstown Airport, Platform 1",-33.929604454930306,150.99144559320996,,PST20560112,,1,Metro,['M-1-T-L'],M-1-TLWG-LVPL
205601122,20560.1122,"Bankstown Airport, Platform 2",-33.929323968358,150.99141485956625,,PST20560112,,2,Metro,['M-1-L-T'],M-1-LVPL-TLWG
205601131,20560.113100000006,"Moorebank, Platform 1",-33.92938226925348,150.9540983787383,,PST20560113,,1,Metro,['M-1-T-L'],M-1-TLWG-LVPL
205601132,20560.1132,"Moorebank, Platform 2",-33.929243308730506,150.95410837886234,,PST20560113,,2,Metro,['M-1-L-T'],M-1-LVPL-TLWG
205601141,20560.114099999995,"Liverpool Metro Station, Platform 1",-33.925119860311014,150.92747951115228,,PST1289,,1,Metro,['M-1-T-L'],M-1-TLWG-LVPL
205601142,20560.1142,"Liverpool Metro Station, Platform 2",-33.92509843820893,150.92742352608394,,PST1289,,2,Metro,['M-1-L-T'],M-1-LVPL-TLWG
20560521,20560.521,"Orchard Hills, Platform 1",-33.788286844037245,150.75254861795514,,PST2056052,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560522,20560.522,"Orchard Hills, Platform 2",-33.788338457710054,150.7524430756938,,PST2056052,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560531,20560.531,"Luddenham, Platform 1",-33.84060134376128,150.74173386377961,,PST2056053,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560532,20560.532,"Luddenham, Platform 2",-33.84061458161533,150.74160223063723,,PST2056053,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560541,20560.541,"Western Sydney International Business Park, Platform 1",-33.88229763613959,150.73794620662682,,PST2056054,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560542,20560.542,"Western Sydney International Business Park, Platform 2",-33.882194873878504,150.7378654358777,,PST2056054,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
205608101,20560.810099999995,"Western Sydney International Business Park, Platform 3",-33.88239985142392,150.73803262086486,,PST2056054,,3,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
205608101,20560.810099999995,"Western Sydney International Business Park, Platform 3",-33.88239985142392,150.73803262086486,,PST2056054,,3,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
205608102,20560.8102,"Western Sydney International Business Park, Platform 4",-33.88205272559115,150.73773250542447,,PST2056054,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
205608102,20560.8102,"Western Sydney International Business Park, Platform 4",-33.88205272559115,150.73773250542447,,PST2056054,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560551,20560.551,"Western Sydney International Airport Terminal, Platform 1",-33.89068267014095,150.7206043363625,,PST2056055,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
20560552,20560.552,"Western Sydney International Airport Terminal, Platform 2",-33.89054605072061,150.72048705947725,,PST2056055,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
205608111,20560.811100000006,"Western Sydney International Airport Terminal, Platform 3",-33.890808090929184,150.72072191164293,,PST2056055,,3,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
205608111,20560.811100000006,"Western Sydney International Airport Terminal, Platform 3",-33.890808090929184,150.72072191164293,,PST2056055,,3,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
205608112,20560.8112,"Western Sydney International Airport Terminal, Platform 4",-33.890397984092026,150.72035665290198,,PST2056055,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
205608112,20560.8112,"Western Sydney International Airport Terminal, Platform 4",-33.890397984092026,150.72035665290198,,PST2056055,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
205601021,20560.102100000004,"North Parramatta, Platform 1",-33.79989986668436,151.019313811173,,PST20560102,,1,Metro,['M-5-E-W'],M-5-EPNG-WSIA
205601022,20560.1022,"North Parramatta, Platform 2",-33.79981666657495,151.0191559324246,,PST20560102,,2,Metro,['M-5-W-E'],M-5-WSIA-EPNG
20560921,20560.921,"Granville Metro Station, Platform 1",-33.83534290024752,151.00675453979707,,PST2056092,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560921,20560.921,"Granville Metro Station, Platform 1",-33.83534290024752,151.00675453979707,,PST2056092,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
20560922,20560.922,"Granville Metro Station, Platform 2",-33.83537666989511,151.00722715614887,,PST2056092,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560922,20560.922,"Granville Metro Station, Platform 2",-33.83537666989511,151.00722715614887,,PST2056092,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560931,20560.931,"Regents Park Metro Station, Platform 1",-33.88074380334627,151.01670123906368,,PST2056093,,1,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
20560931,20560.931,"Regents Park Metro Station, Platform 1",-33.88074380334627,151.01670123906368,,PST2056093,,1,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
20560932,20560.932,"Regents Park Metro Station, Platform 2",-33.880796447207196,151.01649003513995,,PST2056093,,2,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
20560932,20560.932,"Regents Park Metro Station, Platform 2",-33.880796447207196,151.01649003513995,,PST2056093,,2,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
20560321,20560.321,"Lilyfield, Platform 1",-33.86715074312805,151.15548609697595,,PST2056032,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560321,20560.321,"Lilyfield, Platform 1",-33.86715074312805,151.15548609697595,,PST2056032,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560322,20560.322,"Lilyfield, Platform 2",-33.86694869232019,151.15542614100661,,PST2056032,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560322,20560.322,"Lilyfield, Platform 2",-33.86694869232019,151.15542614100661,,PST2056032,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560371,20560.371,"Silverwater, Platform 1",-33.83827152447077,151.0467932580827,,PST2056037,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560371,20560.371,"Silverwater, Platform 1",-33.83827152447077,151.0467932580827,,PST2056037,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560372,20560.372,"Silverwater, Platform 2",-33.83788419407183,151.04692304899802,,PST2056037,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560372,20560.372,"Silverwater, Platform 2",-33.83788419407183,151.04692304899802,,PST2056037,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560381,20560.381,"Camellia, Platform 1",-33.82839600776355,151.02639866174445,,PST2056038,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
20560381,20560.381,"Camellia, Platform 1",-33.82839600776355,151.02639866174445,,PST2056038,,1,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560382,20560.382,"Camellia, Platform 2",-33.828184255477794,151.0267285964554,,PST2056038,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
20560382,20560.382,"Camellia, Platform 2",-33.828184255477794,151.0267285964554,,PST2056038,,2,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
20560824,20560.824,"Westmead Metro Station, Platform 4",-33.80866364258792,150.9877221380357,,PST1230,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560824,20560.824,"Westmead Metro Station, Platform 4",-33.80866364258792,150.9877221380357,,PST1230,,4,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560831,20560.831,"Merrylands West, Platform 1",-33.83085107838542,150.96275071306758,,PST2056083,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560831,20560.831,"Merrylands West, Platform 1",-33.83085107838542,150.96275071306758,,PST2056083,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560832,20560.832,"Merrylands West, Platform 2",-33.83071785638217,150.96259727977198,,PST2056083,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560832,20560.832,"Merrylands West, Platform 2",-33.83071785638217,150.96259727977198,,PST2056083,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560881,20560.881,"D Road, Platform 1",-33.867508597456585,150.79383503419382,,PST2056088,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560881,20560.881,"D Road, Platform 1",-33.867508597456585,150.79383503419382,,PST2056088,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560882,20560.882,"D Road, Platform 2",-33.86743202712592,150.79381669443387,,PST2056088,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
